language,license,rightsHolder,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,144442,"Bonnemaisonia hamifera Hariot, 1891",Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Bonnemaisonia,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,144488,Acrothamnion preissii (Sonder) E.M.Wollaston,Plantae,Rhodophyta,Acrothamnion preissii (Sonder) E.M.Wollaston,Acrothamnion preissii (Sonder) E.M.Wollaston,Ceramiaceae,Acrothamnion,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,144505,"Anotrichium furcellatum (J. Agardh) Baldock, 1976",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Anotrichium,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,144511,Antithamnion densum (Suhr) M.A.Howe,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,144512,Antithamnion diminuatum Wollaston,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,144521,"Antithamnionella spirographidis (Schiffner) E.M.Wollaston, 1968",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnionella,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,145091,Codium taylorii P.C.Silva 1960,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,145221,Corynomorpha prismatica (J.Agardh) J.Agardh,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Corynomorpha,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,145297,Cutleria multifida (Turner) Greville 1830,Chromista,Ochrophyta,Phaeophyceae,Tilopteridales,Cutleriaceae,Cutleria,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,145856,"Colpomenia peregrina Sauvageau, 1927",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Colpomenia,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,148715,"Botrylloides violaceus Oka, 1927",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,159313,"Cynoscion regalis (Bloch & Schneider, 1801)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Cynoscion,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,163275,Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnionella,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,173223,"Corella eumyota Traustedt, 1882",Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,181032,"Bedeva paivae (Crosse, 1864)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Bedeva,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,181580,"Corbicula fluminea (O. F. Müller, 1774)",Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,182695,"Branchiura sowerbyi Beddard, 1892",Animalia,Annelida,Clitellata,Tubificida,Naididae,Branchiura,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,211739,"Codium arabicum Kützing, 1856",Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,214070,"Antithamnion hubbsii E.Y.Dawson, 1962",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,232221,"Dasya sessilis Yamada, 1928",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Dasya,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,233434,"Anomia chinensis R. A. Philippi, 1849",Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,234137,"Crepipatella dilatata (Lamarck, 1822)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,236551,"Caprella scaura Templeton, 1836",Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,241175,"Afropinnotheres monodi R.B. Manning, 1993",Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Afropinnotheres,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,249981,"Ascidia curvata (Traustedt, 1882)",Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,250126,"Didemnum vexillum Kott, 2002",Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,252278,"Botrylloides diegensis Ritter & Forsyth, 1917",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,252289,"Botrylloides niger Herdman, 1886",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,252565,Ciona robusta Hoshino and Tokioka 1967,Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,370562,Codium fragile subsp. fragile (Suringar) Hariot,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,subspecies,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,394848,"Balanus glandula Darwin, 1854",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,394868,"Celleporaria brunnea (Hincks, 1884)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporaria,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,395098,"Carijoa riisei (Duchassaing & Michelotti, 1860)",Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Carijoidae,Carijoa,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,395099,"Diadumene lineata (Verrill, 1869)",Animalia,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,397026,"Brachidontes exustus (Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Brachidontes,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,421070,"Branchiomma bairdi (McIntosh, 1885)",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,421137,"Amphibalanus amphitrite (Darwin, 1854)",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,421138,"Amphibalanus eburneus (Gould, 1841)",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,421139,"Amphibalanus improvisus (Darwin, 1854)",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,430999,"Diamysis lagunaris Ariani & Wittmann, 2000",Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Diamysis,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,468256,"Celleporaria inaudita Tilbrook, Hayward & Gordon, 2001",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporaria,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,488687,"Aoroides longimerus Ren & Zheng, 1996",Animalia,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,494896,"Antithamnion amphigeneum A.Millar, 1990",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,496188,"Caulacanthus okamurae Yamada, 1933",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Caulacanthaceae,Caulacanthus,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,505946,"Arcuatula senhousia (Benson, 1842)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Arcuatula,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,512207,"Beania maxilladentata Ramalho, Muricy & Taylor, 2010",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Beaniidae,Beania,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,573293,"Cephalothrix simula (Iwata, 1952)",Animalia,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,624303,"Dictyota cyanoloma Tronholm, De Clerck, A.Gómez-Garreta & Rull Lluch 2010",Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,712167,"Austrominius modestus (Darwin, 1854)",Animalia,Arthropoda,Thecostraca,Balanomorpha,Elminiidae,Austrominius,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,717572,"Artemia franciscana Kellog, 1906",Animalia,Arthropoda,Branchiopoda,Anostraca,Artemiidae,Artemia,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,730437,"Anteaeolidiella lurana (Ev. Marcus & Er. Marcus, 1967)",Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Anteaeolidiella,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,834016,"Bugulina simplex (Hincks, 1886)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,834018,"Bugulina stolonifera (Ryland, 1960)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,836896,"Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Dasysiphonia,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,848025,"Chaetopleura angulata (Spengler, 1797)",Animalia,Mollusca,Polyplacophora,Chitonida,Chaetopleuridae,Chaetopleura,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,851581,"Amathia verticillata Della Chiaje, 1828",Plantae,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,851589,"Amathia gracilis (Leidy, 1855)",Plantae,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,species,ICN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,888425,"Aplus assimilis (Reeve, 1846)",Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Aplus,species,ICZN
en,my_license,MARE,my_dataset_doi,MARE,Checklist of introduced marine species in Portugal ,888427,"Aplus dorbignyi (Payraudeau, 1826)",Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Aplus,species,ICZN
